"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ApplyModel","ApplyModel","ApplyModel","","","",0,*,"","","","null {[]} {[]}
","申請(Apply)癌症用藥癌藥事前審查之資料模型","申請(Apply)癌症用藥癌藥事前審查之資料模型，此邏輯模型為定義癌症用藥事前審查情境下使用的所有資料欄位。  
為了便於實作者快速理解，資料欄位會使用易於理解的命名，實作者再透過邏輯模型中的功能頁籤「Mappings」瞭解各資料欄位實際使用本IG的哪個Profiles的哪個資料項目（element）。亦可配合[視覺化邏輯模型圖](vision.html#bundle%E6%9E%B6%E6%A7%8B%E5%9C%96)進行欄位對應","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ApplyModel","ApplyModel.hosp","ApplyModel.hosp","","","",1,1,"","","","BackboneElement {[]} {[]}
","院所資訊","院所資訊","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ApplyModel","ApplyModel.hosp.id","ApplyModel.hosp.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ApplyModel","ApplyModel.hosp.extension","ApplyModel.hosp.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ApplyModel","ApplyModel.hosp.modifierExtension","ApplyModel.hosp.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ApplyModel","ApplyModel.hosp.hospId","ApplyModel.hosp.hospId","","","",1,1,"","","","string {[]} {[]}
","醫事機構代碼，必須存在於醫事機構基本資料檔內","醫事機構代碼，必須存在於醫事機構基本資料檔內","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.hospId",1,1,"",""
"ApplyModel","ApplyModel.hosp.applType","ApplyModel.hosp.applType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","申報類別","申報類別","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.applType",1,1,"",""
"ApplyModel","ApplyModel.hosp.funcType","ApplyModel.hosp.funcType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","就醫科別","就醫科別","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.funcType",1,1,"",""
"ApplyModel","ApplyModel.hosp.applPrsnId","ApplyModel.hosp.applPrsnId","","","",1,1,"","","","string {[]} {[]}
","申請醫師身分證號","申請醫師身分證號","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.applPrsnId",1,1,"",""
"ApplyModel","ApplyModel.hosp.applDate","ApplyModel.hosp.applDate","","","",1,1,"","","","dateTime {[]} {[]}
","申請日期，機構自填","申請日期，機構自填","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.applDate",1,1,"",""
"ApplyModel","ApplyModel.hosp.immediateDate","ApplyModel.hosp.immediateDate","","","",0,1,"","","","instant {[]} {[]}
","緊急報備日期，機構自填","緊急報備日期，機構自填","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.immediateDate",0,1,"",""
"ApplyModel","ApplyModel.hosp.tmhbType","ApplyModel.hosp.tmhbType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","申請案件類別","申請案件類別","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.tmhbType",1,1,"",""
"ApplyModel","ApplyModel.hosp.oldAcptNo","ApplyModel.hosp.oldAcptNo","","","",0,1,"","","","string {[]} {[]}
","原受理編號","原受理編號","","","","","","","","","",,,,,"",,,,"ApplyModel.hosp.oldAcptNo",0,1,"",""
"ApplyModel","ApplyModel.patient","ApplyModel.patient","","","",1,1,"","","","BackboneElement {[]} {[]}
","病人資訊","病人資訊","","","","","","","","","",,,,,"",,,,"ApplyModel.patient",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ApplyModel","ApplyModel.patient.id","ApplyModel.patient.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
