URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/issue-severity,4.0.1,active,"2.16.840.1.113883.4.642.3.408",IssueSeverity,IssueSeverity,"How the issue affects the success of the action.","StructureDefinition/Operationoutcome-twpas","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/issue-type,4.0.1,active,"2.16.840.1.113883.4.642.3.410",IssueType,IssueType,"A code that describes the type of issue.","StructureDefinition/Operationoutcome-twpas","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","ConceptMap/nhi-loinc,StructureDefinition/Observation-laboratory-result-twpas","LOINC"
http://hl7.org/fhir/ValueSet/report-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.233",LOINCDiagnosticReportCodes,LOINC Diagnostic Report Codes,"This value set includes LOINC codes that relate to Diagnostic Observations.","StructureDefinition/DiagnosticReport-image-twpas","LOINC"
http://loinc.org/vs/LL4048-6,null,active,,LOINCAnswersLL4048-6,LOINC Answer Codes for LL4048-6,"","StructureDefinition/Observation-diagnostic-twpas","LOINC"
https://nhicore.nhi.gov.tw/pas/ValueSet/cancer-stage,1.0.6,active,,CancerStage,SCT + NCI-健保事前審查-癌症分期量表項目值集,"SCT + NCI-健保事前審查-癌症分期量表項目值集","StructureDefinition/Observation-cancer-stage-twpas","SCT,Internal"
https://nhicore.nhi.gov.tw/pas/ValueSet/cancer-stage-score,1.0.6,active,,CancerStageScore,NCI-健保事前審查-FIGO癌症分期量表結果值集,"NCI-健保事前審查-FIGO癌症分期量表結果值集","StructureDefinition/Observation-cancer-stage-twpas","Internal"
https://nhicore.nhi.gov.tw/pas/ValueSet/dicom-cid-29-AcquisitionModality,1.0.6,active,,AcquisitionModality,HL7-AcquisitionModality值集,"原值集因總會工具問題無法正常顯示，故先自建值集。","StructureDefinition/ImagingStudy-twpas","Internal"
https://nhicore.nhi.gov.tw/pas/ValueSet/dna-change-type,1.0.6,active,,DNAChangeType,LOINC-健保事前審查-基因突變類型值集,"LOINC-健保事前審查-基因突變類型值集","StructureDefinition/Observation-diagnostic-twpas","Internal,LOINC"
https://nhicore.nhi.gov.tw/pas/ValueSet/gene-test-code,1.0.6,active,,GeneTestCode,LOINC-健保事前審查-基因檢測代碼值集,"LOINC-健保事前審查-基因檢測代碼值集","StructureDefinition/Observation-diagnostic-twpas","LOINC"
https://nhicore.nhi.gov.tw/pas/ValueSet/icd-10-pcs-2014-image,1.0.6,active,,ICD10PCSImage,NHI-臺灣健保署2014年中文版ICD 10 PCS-影像報告值集,"NHI-臺灣健保署2014年中文版ICD 10 PCS-影像報告值集","StructureDefinition/DiagnosticReport-image-twpas","tw.gov.mohw.twcore"
https://nhicore.nhi.gov.tw/pas/ValueSet/icd-10-pcs-2014-radiotherapy,1.0.6,active,,ICD10PCSRadiotherapy,NHI-臺灣健保署2014年中文版ICD 10 PCS-放射治療項目值集,"NHI-臺灣健保署2014年中文版ICD 10 PCS-放射治療項目值集","StructureDefinition/Procedure-twpas,StructureDefinition/Substance-twpas","tw.gov.mohw.twcore"
https://nhicore.nhi.gov.tw/pas/ValueSet/icd-10-pcs-2023-image,1.0.6,active,,ICD10PCS2023Image,NHI-臺灣健保署2023年中文版ICD 10 PCS-影像報告值集,"NHI-臺灣健保署2023年中文版ICD 10 PCS-影像報告值集","StructureDefinition/DiagnosticReport-image-twpas","tw.gov.mohw.twcore"
